node1,node2,weight
ADAL,ADAR,1
ADAL,ADFL,1
ADAL,AIBL,1
ADAL,AIBR,2
ADAL,ASHL,1
ADAL,AVAR,2
ADAL,AVBL,4
ADAL,AVBR,7
ADAL,AVDL,1
ADAL,AVDR,2
ADAL,AVEL,1
ADAL,AVJR,5
ADAL,FLPR,1
ADAL,PVQL,1
ADAL,RICL,1
ADAL,RICR,1
ADAL,RIML,3
ADAL,RIPL,1
ADAL,SMDVR,2
ADAR,ADAL,1
ADAR,ADFR,1
ADAR,AIBL,1
ADAR,AIBR,1
ADAR,ASHR,1
ADAR,AVAL,1
ADAR,AVBL,1
ADAR,AVBR,5
ADAR,AVDL,2
ADAR,AVEL,1
ADAR,AVJL,3
ADAR,PVQR,1
ADAR,RICL,1
ADAR,RIMR,5
ADAR,RIPR,1
ADAR,RIVR,1
ADAR,SMDVL,2
ADEL,ADAL,1
ADEL,ADER,1
ADEL,AINL,1
ADEL,AVAL,2
ADEL,AVAR,3
ADEL,AVEL,1
ADEL,AVKR,1
ADEL,AVL,1
ADEL,BDUL,1
ADEL,CEPDL,1
ADEL,FLPL,1
ADEL,IL1L,1
ADEL,IL2L,1
ADEL,MDL05,1
ADEL,OLLL,1
ADEL,RIAL,1
ADEL,RIFL,1
ADEL,RIGL,5
ADEL,RIGR,3
ADEL,RIH,2
ADEL,RIVL,1
ADEL,RIVR,1
ADEL,RMDL,2
ADEL,RMGL,1
ADEL,RMHL,1
ADEL,SIADR,1
ADEL,SIBDR,1
ADEL,SMBDR,1
ADEL,URBL,1
ADER,ADAR,1
ADER,ADEL,2
ADER,ALA,1
ADER,AVAL,5
ADER,AVAR,1
ADER,AVDR,2
ADER,AVER,1
ADER,AVJR,1
ADER,AVKL,1
ADER,AVKL,1
ADER,AVKR,1
ADER,CEPDR,1
ADER,FLPL,1
ADER,FLPR,1
ADER,OLLR,2
ADER,PVR,1
ADER,RIGL,7
ADER,RIGR,4
ADER,RIH,1
ADER,RMDR,2
ADER,SAAVR,1
ADFL,ADAL,1
ADFL,ADAL,1
ADFL,AIZL,12
ADFL,AUAL,5
ADFL,OLQVL,1
ADFL,RIAL,15
ADFL,RIGL,1
ADFL,RIR,2
ADFL,SMBVL,2
ADFR,ADAR,1
ADFR,ADAR,1
ADFR,AIAR,1
ADFR,AIYR,1
ADFR,AIZR,8
ADFR,ASHR,1
ADFR,AUAR,4
ADFR,AWBR,1
ADFR,PVPR,1
ADFR,RIAR,16
ADFR,RIGR,3
ADFR,RIR,3
ADFR,SMBDR,1
ADFR,SMBVR,2
ADFR,URXR,1
ADLL,ADLR,1
ADLL,AIAL,6
ADLL,AIBL,7
ADLL,AIBR,1
ADLL,ALA,2
ADLL,ASER,3
ADLL,ASHL,2
ADLL,AVAL,2
ADLL,AVAR,3
ADLL,AVBL,2
ADLL,AVDL,1
ADLL,AVDR,4
ADLL,AVDR,1
ADLL,AVJL,1
ADLL,AVJR,3
ADLL,AWBL,2
ADLL,OLQVL,1
ADLL,OLQVL,1
ADLL,RIPL,1
ADLL,RMGL,1
ADLR,ADLL,1
ADLR,AIAR,10
ADLR,AIBR,10
ADLR,ASER,1
ADLR,ASHR,3
ADLR,AVAR,2
ADLR,AVBL,1
ADLR,AVBR,2
ADLR,AVDL,5
ADLR,AVDR,2
ADLR,AVJR,1
ADLR,AWCR,3
ADLR,OLLR,1
ADLR,PVCL,1
ADLR,RICL,1
ADLR,RICR,1
AFDL,AFDR,1
AFDL,AIBL,1
AFDL,AINR,1
AFDL,AIYL,7
AFDR,AFDL,1
AFDR,AIBR,1
AFDR,AIYR,13
AFDR,ASER,1
AIAL,ADAL,1
AIAL,AIAR,1
AIAL,AIBL,10
AIAL,AIML,2
AIAL,AIZL,1
AIAL,ASER,3
AIAL,ASGL,1
AIAL,ASHL,1
AIAL,ASIL,2
AIAL,ASKL,3
AIAL,AWAL,1
AIAL,AWCR,1
AIAL,HSNL,1
AIAL,RIFL,1
AIAL,RMGL,1
AIAR,ADAR,1
AIAR,ADFR,1
AIAR,ADLR,2
AIAR,AIAL,1
AIAR,AIBR,14
AIAR,AIZR,1
AIAR,ASER,1
AIAR,ASGR,1
AIAR,ASIR,2
AIAR,AWAR,1
AIAR,AWAR,1
AIAR,AWCL,1
AIAR,AWCR,3
AIAR,RIFR,2
AIBL,AFDL,1
AIBL,AIYL,1
AIBL,ASER,1
AIBL,AVAL,2
AIBL,AVBL,5
AIBL,DVC,1
AIBL,FLPL,1
AIBL,PVT,1
AIBL,RIBR,4
AIBL,RIFL,1
AIBL,RIGR,1
AIBL,RIGR,3
AIBL,RIML,2
AIBL,RIMR,13
AIBL,RIMR,1
AIBL,RIVL,1
AIBL,SAADL,2
AIBL,SAADR,2
AIBL,SMDDR,4
AIBR,AFDR,1
AIBR,AVAR,1
AIBR,AVBR,3
AIBR,AVEL,1
AIBR,DB1,1
AIBR,DVC,2
AIBR,PVT,1
AIBR,RIAL,1
AIBR,RIBL,4
AIBR,RIGL,3
AIBR,RIML,16
AIBR,RIML,1
AIBR,RIMR,1
AIBR,RIS,1
AIBR,RIVR,1
AIBR,SAADL,1
AIBR,SMDDL,3
AIBR,SMDVL,1
AIBR,VB1,3
AIML,AIAL,5
AIML,ALML,1
AIML,ASGL,2
AIML,ASKL,2
AIML,AVBR,2
AIML,AVDL,1
AIML,AVDR,1
AIML,AVER,1
AIML,AVFL,4
AIML,AVFR,1
AIML,AVHL,2
AIML,AVHR,1
AIML,AVJL,1
AIML,PVQL,1
AIML,RIFL,1
AIML,SIBDR,1
AIML,SMBVL,1
AIMR,AIAR,5
AIMR,ASGR,2
AIMR,ASJR,2
AIMR,ASKR,3
AIMR,AVDR,1
AIMR,AVFL,1
AIMR,AVFR,1
AIMR,HSNL,1
AIMR,HSNR,2
AIMR,OLQDR,1
AIMR,PVNR,1
AIMR,RIFR,1
AIMR,RMGR,1
AINL,ADEL,1
AINL,AFDR,5
AINL,AINR,2
AINL,ASEL,3
AINL,ASGR,1
AINL,ASGR,1
AINL,AUAR,1
AINL,AUAR,1
AINL,BAGL,3
AINL,RIBL,1
AINL,RIBR,2
AINR,AFDL,4
AINR,AFDR,1
AINR,AIAL,2
AINR,AIBL,2
AINR,AINL,2
AINR,ASEL,1
AINR,ASER,1
AINR,ASGL,1
AINR,AUAL,1
AINR,AUAR,1
AINR,BAGR,3
AINR,RIBL,2
AINR,RID,1
AIYL,AIYR,1
AIYL,AIZL,13
AIYL,AWAL,3
AIYL,AWCL,1
AIYL,AWCR,1
AIYL,HSNR,1
AIYL,RIAL,7
AIYL,RIBL,4
AIYL,RIML,1
AIYR,ADFR,1
AIYR,AIYL,1
AIYR,AIZR,8
AIYR,AWAR,1
AIYR,HSNL,1
AIYR,RIAR,6
AIYR,RIBR,2
AIYR,RIMR,1
AIZL,AIAL,3
AIZL,AIBL,2
AIZL,AIBR,8
AIZL,AIZR,2
AIZL,ASEL,1
AIZL,ASGL,1
AIZL,ASHL,1
AIZL,AVER,5
AIZL,DVA,1
AIZL,RIAL,8
AIZL,RIGL,1
AIZL,RIML,4
AIZL,SMBDL,9
AIZL,SMBVL,7
AIZL,VB2,1
AIZR,AIAR,1
AIZR,AIBL,8
AIZR,AIBR,1
AIZR,AIZL,2
AIZR,ASGR,1
AIZR,ASHR,1
AIZR,AVEL,4
AIZR,AVER,1
AIZR,AWAR,1
AIZR,DVA,1
AIZR,RIAR,7
AIZR,RIMR,4
AIZR,SMBDR,5
AIZR,SMBVR,3
AIZR,SMDDR,1
ALA,ADEL,1
ALA,AVAL,1
ALA,AVEL,2
ALA,AVER,1
ALA,RID,1
ALA,RMDR,1
ALML,AVDR,1
ALML,AVEL,1
ALML,AVM,1
ALML,BDUL,6
ALML,CEPDL,3
ALML,CEPVL,2
ALML,PVCL,2
ALML,PVCR,1
ALML,PVR,1
ALML,RMDDR,1
ALML,RMGL,1
ALML,SDQL,1
ALMR,AVM,1
ALMR,BDUR,5
ALMR,CEPDR,1
ALMR,CEPVR,1
ALMR,PVCR,3
ALMR,RMDDL,1
ALMR,SIADL,1
ALNL,SAAVL,3
ALNL,SMBDR,2
ALNL,SMBDR,1
ALNL,SMDVL,1
ALNR,ADER,1
ALNR,RMHR,1
ALNR,SAAVR,2
ALNR,SMBDL,2
ALNR,SMDDR,1
ALNR,SMDVL,1
AQR,AVAL,1
AQR,AVAR,3
AQR,AVBL,3
AQR,AVBL,1
AQR,AVBR,4
AQR,AVDL,1
AQR,AVDR,1
AQR,AVJL,1
AQR,AVKL,2
AQR,AVKR,1
AQR,BAGL,2
AQR,BAGR,2
AQR,PVCR,2
AQR,PVPL,1
AQR,PVPL,7
AQR,PVPR,9
AQR,RIAL,3
AQR,RIAR,1
AQR,RIGL,2
AQR,RIGR,1
AQR,URXL,1
AS1,AVAL,3
AS1,AVAR,2
AS1,DA1,2
AS1,MDL05,3
AS1,MDL08,3
AS1,MDR05,3
AS1,MDR08,4
AS1,VA3,1
AS1,VD1,5
AS1,VD2,1
AS10,AVAL,1
AS10,AVAR,1
AS10,MDL19,3
AS10,MDL20,2
AS10,MDR19,3
AS10,MDR20,2
AS11,MDL21,1
AS11,MDL22,1
AS11,MDL23,1
AS11,MDL24,1
AS11,MDR21,1
AS11,MDR22,1
AS11,MDR23,1
AS11,MDR24,1
AS11,PDA,1
AS11,PDB,1
AS11,PDB,2
AS11,VD13,2
AS2,DA2,1
AS2,DB1,1
AS2,DD1,1
AS2,MDL07,3
AS2,MDL08,2
AS2,MDR07,3
AS2,MDR08,3
AS2,VA4,2
AS2,VD2,10
AS3,AVAL,2
AS3,AVAR,1
AS3,DA2,1
AS3,DA3,1
AS3,DD1,1
AS3,MDL09,3
AS3,MDL10,3
AS3,MDR09,3
AS3,MDR10,3
AS3,VA5,2
AS3,VD2,1
AS3,VD3,15
AS4,AS5,1
AS4,DA3,1
AS4,MDL11,2
AS4,MDL12,2
AS4,MDR11,3
AS4,MDR12,2
AS4,VD4,11
AS5,AVAL,1
AS5,AVAR,1
AS5,DD2,1
AS5,MDL11,2
AS5,MDL14,3
AS5,MDR11,2
AS5,MDR14,3
AS5,VA7,1
AS5,VD5,9
AS6,AVAL,1
AS6,AVAR,1
AS6,AVBR,1
AS6,DA5,2
AS6,MDL13,3
AS6,MDL14,2
AS6,MDR13,3
AS6,MDR14,2
AS6,VA8,1
AS6,VD6,13
AS7,AVAL,6
AS7,AVAR,5
AS7,AVBL,2
AS7,AVBR,2
AS7,MDL13,2
AS7,MDL16,3
AS7,MDR13,2
AS7,MDR16,3
AS8,AVAL,4
AS8,AVAR,3
AS8,MDL15,2
AS8,MDL18,3
AS8,MDR15,2
AS8,MDR18,3
AS9,AVAL,4
AS9,AVAR,1
AS9,AVAR,1
AS9,DVB,7
AS9,MDL17,2
AS9,MDL20,3
AS9,MDR17,2
AS9,MDR20,3
ASEL,ADFR,1
ASEL,AIAL,3
ASEL,AIBL,7
ASEL,AIBR,2
ASEL,AIYL,13
ASEL,AIYR,6
ASEL,AWCL,4
ASEL,AWCR,1
ASEL,RIAR,1
ASER,AFDL,1
ASER,AFDR,2
ASER,AIAL,1
ASER,AIAR,3
ASER,AIBL,2
ASER,AIBR,10
ASER,AIYL,2
ASER,AIYR,14
ASER,AWAR,1
ASER,AWCL,1
ASER,AWCR,1
ASGL,AIAL,9
ASGL,AIBL,3
ASGL,AINR,1
ASGL,AINR,1
ASGL,AIZL,1
ASGL,ASKL,1
ASGR,AIAR,10
ASGR,AIBR,2
ASGR,AINL,1
ASGR,AIYR,1
ASGR,AIZR,1
ASHL,ADAL,1
ASHL,ADAL,1
ASHL,ADFL,3
ASHL,AIAL,7
ASHL,AIBL,5
ASHL,AIZL,1
ASHL,ASHR,1
ASHL,ASKL,1
ASHL,AVAL,2
ASHL,AVBL,6
ASHL,AVDL,2
ASHL,AVDR,2
ASHL,RIAL,4
ASHL,RICL,2
ASHL,RIML,1
ASHL,RIPL,1
ASHL,RMGL,1
ASHR,ADAR,2
ASHR,ADAR,1
ASHR,ADFR,2
ASHR,AIAR,10
ASHR,AIBR,3
ASHR,AIZR,1
ASHR,ASHL,1
ASHR,ASKR,1
ASHR,AVAR,5
ASHR,AVBR,3
ASHR,AVDL,5
ASHR,AVDR,1
ASHR,AVER,3
ASHR,HSNR,1
ASHR,PVPR,1
ASHR,RIAR,2
ASHR,RICR,2
ASHR,RMGR,2
ASHR,RMGR,1
ASIL,AIAL,2
ASIL,AIBL,1
ASIL,AIYL,2
ASIL,AIZL,1
ASIL,ASER,1
ASIL,ASIR,1
ASIL,ASKL,2
ASIL,AWCL,1
ASIL,AWCR,1
ASIL,RIBL,1
ASIR,AIAL,1
ASIR,AIAR,3
ASIR,AIAR,2
ASIR,AIBR,1
ASIR,ASEL,2
ASIR,ASHR,1
ASIR,ASIL,1
ASIR,AWCL,1
ASIR,AWCR,1
ASJL,ASJR,1
ASJL,ASKL,4
ASJL,HSNL,1
ASJL,HSNR,1
ASJL,PVQL,14
ASJR,ASJL,1
ASJR,ASKR,4
ASJR,HSNR,1
ASJR,PVQR,13
ASKL,AIAL,11
ASKL,AIBL,2
ASKL,AIML,2
ASKL,ASKR,1
ASKL,PVQL,5
ASKL,RMGL,1
ASKR,AIAR,11
ASKR,AIMR,1
ASKR,ASHR,1
ASKR,ASKL,1
ASKR,AWAR,1
ASKR,CEPVR,1
ASKR,PVQR,4
ASKR,RIFR,1
ASKR,RMGR,1
AUAL,AINR,1
AUAL,AUAR,1
AUAL,AVAL,3
AUAL,AVDR,1
AUAL,AVEL,3
AUAL,AWBL,1
AUAL,RIAL,5
AUAL,RIBL,9
AUAR,AINL,1
AUAR,AIYR,1
AUAR,AUAL,1
AUAR,AVAR,1
AUAR,AVER,4
AUAR,AWBR,1
AUAR,RIAR,6
AUAR,RIBR,13
AUAR,URXR,1
AVAL,AS1,3
AVAL,AS10,2
AVAL,AS10,1
AVAL,AS11,4
AVAL,AS2,1
AVAL,AS3,1
AVAL,AS3,2
AVAL,AS4,1
AVAL,AS5,3
AVAL,AS5,1
AVAL,AS6,1
AVAL,AS7,8
AVAL,AS7,6
AVAL,AS8,5
AVAL,AS8,4
AVAL,AS9,8
AVAL,AS9,4
AVAL,AVAR,2
AVAL,AVAR,5
AVAL,AVBR,1
AVAL,AVDL,1
AVAL,AVHL,1
AVAL,AVJL,2
AVAL,DA1,2
AVAL,DA1,2
AVAL,DA2,2
AVAL,DA2,2
AVAL,DA3,6
AVAL,DA4,7
AVAL,DA4,3
AVAL,DA5,7
AVAL,DA5,1
AVAL,DA6,11
AVAL,DA6,10
AVAL,DA7,2
AVAL,DA7,2
AVAL,DA8,4
AVAL,DA9,3
AVAL,DB5,2
AVAL,DB6,1
AVAL,DB6,3
AVAL,FLPL,1
AVAL,LUAL,1
AVAL,LUAL,1
AVAL,PVCL,10
AVAL,PVCL,2
AVAL,PVCR,6
AVAL,PVCR,5
AVAL,PVPL,1
AVAL,RIMR,3
AVAL,SABD,4
AVAL,SABVR,1
AVAL,SDQR,1
AVAL,URYDL,1
AVAL,URYVR,1
AVAL,VA1,3
AVAL,VA10,5
AVAL,VA10,1
AVAL,VA11,6
AVAL,VA11,1
AVAL,VA12,2
AVAL,VA2,1
AVAL,VA2,4
AVAL,VA3,2
AVAL,VA3,1
AVAL,VA4,2
AVAL,VA4,1
AVAL,VA5,3
AVAL,VA5,5
AVAL,VA6,4
AVAL,VA6,6
AVAL,VA7,2
AVAL,VA8,9
AVAL,VA8,10
AVAL,VA9,7
AVAL,VA9,1
AVAL,VB9,5
AVAR,ADER,1
AVAR,AS1,1
AVAR,AS1,2
AVAR,AS10,1
AVAR,AS10,1
AVAR,AS11,6
AVAR,AS2,2
AVAR,AS3,1
AVAR,AS3,1
AVAR,AS4,1
AVAR,AS5,1
AVAR,AS5,1
AVAR,AS6,2
AVAR,AS6,1
AVAR,AS7,3
AVAR,AS7,5
AVAR,AS8,6
AVAR,AS8,3
AVAR,AS9,5
AVAR,AS9,1
AVAR,AVAL,1
AVAR,AVAL,5
AVAR,AVBL,1
AVAR,AVDL,1
AVAR,AVDR,2
AVAR,AVEL,2
AVAR,AVER,2
AVAR,DA1,2
AVAR,DA1,6
AVAR,DA2,2
AVAR,DA2,2
AVAR,DA3,3
AVAR,DA3,2
AVAR,DA4,6
AVAR,DA4,2
AVAR,DA5,2
AVAR,DA5,5
AVAR,DA6,11
AVAR,DA6,2
AVAR,DA7,3
AVAR,DA8,8
AVAR,DA8,1
AVAR,DA9,2
AVAR,DB3,1
AVAR,DB5,1
AVAR,DB5,2
AVAR,DB6,5
AVAR,LUAL,1
AVAR,LUAR,3
AVAR,PDEL,1
AVAR,PDER,1
AVAR,PVCL,7
AVAR,PVCR,5
AVAR,PVCR,3
AVAR,RIGL,1
AVAR,RIML,2
AVAR,RIMR,1
AVAR,SABD,1
AVAR,SABVL,3
AVAR,SABVL,3
AVAR,SABVR,1
AVAR,URYDR,1
AVAR,URYVL,1
AVAR,VA10,4
AVAR,VA10,1
AVAR,VA11,8
AVAR,VA11,7
AVAR,VA12,1
AVAR,VA2,2
AVAR,VA3,5
AVAR,VA3,2
AVAR,VA4,2
AVAR,VA4,3
AVAR,VA5,1
AVAR,VA5,3
AVAR,VA6,3
AVAR,VA6,2
AVAR,VA7,4
AVAR,VA8,12
AVAR,VA8,4
AVAR,VA9,6
AVAR,VB9,4
AVAR,VD13,2
AVBL,AQR,1
AVBL,AS10,1
AVBL,AS3,1
AVBL,AS4,1
AVBL,AS5,1
AVBL,AS6,1
AVBL,AS7,2
AVBL,AS9,1
AVBL,AVAL,7
AVBL,AVAR,7
AVBL,AVBR,1
AVBL,AVBR,3
AVBL,AVDL,1
AVBL,AVDR,2
AVBL,AVEL,1
AVBL,AVER,2
AVBL,AVL,1
AVBL,DB3,1
AVBL,DB4,1
AVBL,DB5,1
AVBL,DB6,2
AVBL,DB7,2
AVBL,DVA,1
AVBL,PVNR,1
AVBL,RIBL,1
AVBL,RIBR,1
AVBL,RID,1
AVBL,SDQR,1
AVBL,SIBVL,1
AVBL,VA10,1
AVBL,VA2,1
AVBL,VA7,1
AVBL,VB1,1
AVBL,VB10,2
AVBL,VB11,2
AVBL,VB2,1
AVBL,VB2,3
AVBL,VB4,1
AVBL,VB5,1
AVBL,VB6,1
AVBL,VB7,2
AVBL,VB8,7
AVBL,VB9,1
AVBL,VC3,1
AVBR,AS1,1
AVBR,AS10,1
AVBR,AS3,1
AVBR,AS4,1
AVBR,AS5,1
AVBR,AS6,1
AVBR,AS6,1
AVBR,AS7,1
AVBR,AS7,2
AVBR,AVAL,6
AVBR,AVAR,7
AVBR,AVBL,1
AVBR,AVBL,3
AVBR,DA5,1
AVBR,DB1,3
AVBR,DB2,1
AVBR,DB3,1
AVBR,DB4,1
AVBR,DB5,1
AVBR,DB6,1
AVBR,DB7,1
AVBR,DD1,1
AVBR,DVA,1
AVBR,HSNR,1
AVBR,PVNL,2
AVBR,RIBL,1
AVBR,RIBR,1
AVBR,RID,2
AVBR,SIBVL,1
AVBR,VA4,1
AVBR,VA8,1
AVBR,VA9,1
AVBR,VA9,1
AVBR,VB10,1
AVBR,VB11,1
AVBR,VB2,1
AVBR,VB3,1
AVBR,VB4,1
AVBR,VB6,2
AVBR,VB7,2
AVBR,VB8,3
AVBR,VB9,6
AVBR,VD10,1
AVBR,VD3,1
AVDL,ADAR,2
AVDL,AS1,1
AVDL,AS10,1
AVDL,AS11,2
AVDL,AS4,1
AVDL,AS5,1
AVDL,AVAL,13
AVDL,AVAR,19
AVDL,AVM,2
AVDL,DA1,1
AVDL,DA2,1
AVDL,DA3,4
AVDL,DA4,1
AVDL,DA5,1
AVDL,DA8,1
AVDL,FLPL,1
AVDL,FLPR,1
AVDL,LUAL,1
AVDL,PVCL,1
AVDL,SABD,1
AVDL,SABVL,1
AVDL,SABVR,1
AVDL,VA5,1
AVDR,ADAL,2
AVDR,ADLL,1
AVDR,AS10,1
AVDR,AS5,1
AVDR,AVAL,16
AVDR,AVAR,15
AVDR,AVBL,1
AVDR,AVDL,2
AVDR,AVJL,2
AVDR,DA1,2
AVDR,DA2,1
AVDR,DA3,1
AVDR,DA4,1
AVDR,DA5,2
AVDR,DA8,1
AVDR,DA9,1
AVDR,DB4,1
AVDR,DVC,1
AVDR,FLPR,1
AVDR,LUAL,2
AVDR,PQR,1
AVDR,SABD,1
AVDR,SABVL,3
AVDR,SABVR,1
AVDR,VA11,1
AVDR,VA2,1
AVDR,VA3,2
AVDR,VA6,1
AVEL,AS1,1
AVEL,AVAL,12
AVEL,AVAR,7
AVEL,AVER,1
AVEL,DA1,5
AVEL,DA2,1
AVEL,DA3,3
AVEL,DA4,1
AVEL,PVCR,1
AVEL,PVT,1
AVEL,RIML,2
AVEL,RIMR,3
AVEL,RMDVR,1
AVEL,RMEV,1
AVEL,SABD,6
AVEL,SABVL,7
AVEL,SABVR,3
AVEL,VA1,5
AVEL,VA3,3
AVEL,VD2,1
AVEL,VD3,1
AVER,AS1,3
AVER,AS2,2
AVER,AS3,1
AVER,AVAL,7
AVER,AVAR,16
AVER,AVDR,1
AVER,AVEL,1
AVER,DA1,5
AVER,DA2,3
AVER,DA3,1
AVER,DB3,1
AVER,RIML,3
AVER,RIMR,2
AVER,RMDVL,1
AVER,RMDVR,1
AVER,RMEV,1
AVER,SABD,2
AVER,SABVL,3
AVER,SABVR,3
AVER,VA1,1
AVER,VA2,1
AVER,VA3,2
AVER,VA4,1
AVER,VA5,1
AVFL,AVBL,1
AVFL,AVBR,2
AVFL,AVFR,7
AVFL,AVFR,23
AVFL,AVG,1
AVFL,AVHL,2
AVFL,AVHL,2
AVFL,AVHR,4
AVFL,AVHR,3
AVFL,AVJL,1
AVFL,AVJR,1
AVFL,AVL,1
AVFL,HSNL,1
AVFL,MVL11,1
AVFL,MVL12,1
AVFL,PDER,1
AVFL,PVNL,2
AVFL,PVQL,1
AVFL,PVQR,1
AVFL,PVQR,1
AVFL,VB1,1
AVFR,ASJL,1
AVFR,ASKL,1
AVFR,AVBL,1
AVFR,AVBR,5
AVFR,AVFL,1
AVFR,AVFL,23
AVFR,AVHL,2
AVFR,AVHL,2
AVFR,AVHR,1
AVFR,AVHR,1
AVFR,AVJL,1
AVFR,AVJR,1
AVFR,HSNR,1
AVFR,MVL14,2
AVFR,MVR14,2
AVFR,PVQL,1
AVFR,VC4,1
AVFR,VD11,1
AVG,AVAR,3
AVG,AVBL,1
AVG,AVBR,2
AVG,AVDR,1
AVG,AVEL,1
AVG,AVER,1
AVG,AVFL,1
AVG,AVJL,1
AVG,AVL,1
AVG,DA8,1
AVG,PHAL,2
AVG,PVCL,1
AVG,PVNR,1
AVG,PVPR,1
AVG,PVQR,1
AVG,PVT,1
AVG,RIFL,1
AVG,RIFR,1
AVG,VA11,1
AVHL,ADFR,3
AVHL,AVBL,1
AVHL,AVBR,1
AVHL,AVDL,1
AVHL,AVFL,1
AVHL,AVFL,2
AVHL,AVFR,3
AVHL,AVFR,2
AVHL,AVHR,1
AVHL,AVHR,1
AVHL,AVJL,3
AVHL,AWBR,1
AVHL,PHBR,1
AVHL,PVPR,2
AVHL,PVQL,1
AVHL,PVQR,2
AVHL,RIMR,1
AVHL,RIR,3
AVHL,SMBDR,1
AVHL,SMBVR,2
AVHL,VD1,1
AVHR,ADLL,1
AVHR,ADLR,2
AVHR,AQR,2
AVHR,AVBL,2
AVHR,AVBR,1
AVHR,AVDR,1
AVHR,AVFL,2
AVHR,AVFL,3
AVHR,AVFR,1
AVHR,AVFR,1
AVHR,AVHL,1
AVHR,AVHL,1
AVHR,AVJR,4
AVHR,PVNL,1
AVHR,PVPL,3
AVHR,RIGL,1
AVHR,RIR,4
AVHR,SMBDL,1
AVHR,SMBVL,1
AVJL,AVAL,2
AVJL,AVAR,1
AVJL,AVBL,1
AVJL,AVBR,4
AVJL,AVDL,1
AVJL,AVDR,2
AVJL,AVEL,1
AVJL,AVFR,1
AVJL,AVHL,2
AVJL,AVJR,4
AVJL,HSNR,1
AVJL,PLMR,2
AVJL,PVCL,1
AVJL,PVCL,1
AVJL,PVCR,2
AVJL,PVCR,3
AVJL,PVNR,1
AVJL,RIFR,1
AVJL,RIS,1
AVJL,RIS,1
AVJR,AVAL,1
AVJR,AVAR,1
AVJR,AVBL,3
AVJR,AVBR,1
AVJR,AVDL,1
AVJR,AVDR,3
AVJR,AVER,3
AVJR,AVJL,1
AVJR,AVJL,4
AVJR,PVCL,2
AVJR,PVCL,1
AVJR,PVCR,4
AVJR,PVQR,1
AVJR,SABVL,1
AVKL,ADER,1
AVKL,AQR,2
AVKL,AVBL,1
AVKL,AVEL,2
AVKL,AVER,1
AVKL,AVKR,2
AVKL,AVM,1
AVKL,DVA,1
AVKL,PDEL,3
AVKL,PDER,1
AVKL,PVM,1
AVKL,PVPL,1
AVKL,PVPR,1
AVKL,PVT,2
AVKL,RICL,1
AVKL,RICR,1
AVKL,RIGL,1
AVKL,RIML,2
AVKL,RIMR,1
AVKL,RMFR,1
AVKL,SAADR,1
AVKL,SIAVR,1
AVKL,SMBDL,1
AVKL,SMBDR,1
AVKL,SMBVR,1
AVKL,SMDDR,1
AVKL,VB1,4
AVKL,VB10,1
AVKR,ADEL,1
AVKR,AQR,1
AVKR,AVKL,2
AVKR,BDUL,1
AVKR,MVL10,1
AVKR,PVPL,6
AVKR,PVQL,1
AVKR,RICL,1
AVKR,RIGR,1
AVKR,RIML,2
AVKR,RIMR,2
AVKR,RMDR,1
AVKR,RMFL,1
AVKR,SAADL,1
AVKR,SMBDL,1
AVKR,SMBDL,1
AVKR,SMBDR,2
AVKR,SMBVR,1
AVKR,SMDDL,1
AVKR,SMDDR,2
AVL,AVEL,1
AVL,AVFR,1
AVL,DA2,1
AVL,DD1,1
AVL,DD6,2
AVL,DVB,1
AVL,DVC,9
AVL,HSNR,1
AVL,MVL10,-5
AVL,MVR10,-5
AVL,PVM,1
AVL,PVPR,1
AVL,PVWL,1
AVL,SABD,5
AVL,SABVL,4
AVL,SABVR,3
AVL,VD12,4
AVM,ADER,1
AVM,ALML,1
AVM,ALMR,1
AVM,AVBL,6
AVM,AVBR,6
AVM,AVDL,2
AVM,AVJR,1
AVM,BDUL,3
AVM,BDUR,2
AVM,DA1,1
AVM,PVCL,4
AVM,PVCR,5
AVM,PVNL,1
AVM,PVR,3
AVM,RID,1
AVM,SIBVL,1
AVM,VA1,2
AWAL,ADAL,1
AWAL,AFDL,5
AWAL,AIAL,1
AWAL,AIYL,1
AWAL,AIZL,10
AWAL,ASEL,4
AWAL,ASGL,1
AWAL,AWAR,1
AWAL,AWBL,1
AWAR,ADFR,3
AWAR,AFDR,7
AWAR,AIAR,1
AWAR,AIYR,2
AWAR,AIZR,7
AWAR,AIZR,1
AWAR,ASEL,1
AWAR,ASER,2
AWAR,AUAR,1
AWAR,AWAL,1
AWAR,AWBR,1
AWAR,RIFR,2
AWAR,RIGR,1
AWAR,RIR,2
AWBL,ADFL,9
AWBL,AIBR,1
AWBL,AIZL,9
AWBL,AUAL,1
AWBL,AVBL,1
AWBL,AWBR,1
AWBL,RIAL,3
AWBL,RMGL,1
AWBL,SMBDL,1
AWBR,ADFR,4
AWBR,AIZR,4
AWBR,ASGR,1
AWBR,ASHR,2
AWBR,AUAR,1
AWBR,AVBR,2
AWBR,AWBL,1
AWBR,RIAR,1
AWBR,RICL,1
AWBR,RIR,2
AWBR,RMGR,1
AWBR,SMBVR,1
AWCL,AIAL,2
AWCL,AIAR,4
AWCL,AIBL,1
AWCL,AIBR,1
AWCL,AIYL,10
AWCL,ASEL,1
AWCL,AVAL,1
AWCL,AWCR,1
AWCL,RIAL,3
AWCR,AIAR,1
AWCR,AIBR,4
AWCR,AIYL,4
AWCR,AIYR,9
AWCR,ASEL,1
